Student_ID,Attendance,Study_Hours,CGPA,Internal_Marks,Assignment_Score,Communication_Skills,Project_Score,Placement_Status
STU01341,66.08,4.59,2.89,73.88,63.35,Low,75.13,Placed
STU01342,74.89,2.53,2.68,82.44,62.68,Medium,79.93,Placed
STU01343,92.34,4.45,3.31,77.97,74.99,Low,81.52,Placed
STU01344,86.27,8.84,3.78,75.69,84.22,Low,100.0,Placed
STU01345,86.94,4.27,3.08,82.06,72.86,Medium,77.77,Placed
STU01346,73.3,9.56,3.88,91.56,81.15,High,100.0,Placed
STU01347,69.88,9.52,3.79,75.63,79.2,High,95.87,Placed
STU01348,70.95,2.3,2.74,69.41,57.72,Low,72.16,Placed
STU01349,97.47,2.6,3.07,79.08,80.08,Low,81.63,Placed
STU01350,56.72,8.76,3.33,82.58,77.96,Low,92.77,Placed
STU01351,92.28,4.53,3.3,79.54,87.53,Low,84.26,Placed
STU01352,79.88,1.04,2.68,72.24,69.15,Medium,66.22,Placed
STU01353,73.86,3.46,2.55,65.92,67.27,High,75.79,Placed
STU01354,86.19,6.38,3.56,70.71,83.52,High,97.76,Placed
STU01355,75.93,8.19,3.66,94.22,82.78,High,100.0,Placed
STU01356,92.56,2.2,2.98,70.89,77.0,Medium,83.32,Placed
STU01357,93.73,1.99,2.93,76.08,80.82,High,81.74,Placed
STU01358,73.13,9.3,3.36,79.49,75.55,High,88.72,Placed
STU01359,66.9,7.76,3.35,84.71,76.15,Medium,93.89,Placed
STU01360,80.47,6.31,3.67,84.63,79.3,High,91.07,Placed
STU01361,94.23,7.92,3.85,87.01,83.31,High,91.83,Placed
STU01362,64.06,4.86,2.89,61.55,61.34,High,77.3,Placed
STU01363,81.79,7.83,3.65,79.67,76.07,Medium,100.0,Placed
STU01364,82.16,4.35,3.19,81.97,70.55,Low,82.78,Placed
STU01365,86.52,3.2,3.13,80.79,72.85,High,75.28,Placed
STU01366,60.66,7.56,3.26,74.36,57.17,Medium,89.54,Placed
STU01367,85.78,4.78,3.32,71.91,77.63,High,89.17,Placed
STU01368,94.09,9.83,4.0,88.63,100.0,High,100.0,Placed
STU01369,62.73,4.15,2.96,61.03,62.15,High,76.88,Placed
STU01370,65.21,9.3,3.97,81.94,72.34,Low,98.73,Placed
STU01371,96.77,9.4,4.0,96.8,100.0,Medium,100.0,Placed
STU01372,62.78,3.18,2.92,82.26,54.18,High,70.16,Placed
STU01373,91.74,8.18,3.74,87.26,90.43,Medium,97.38,Placed
STU01374,76.17,4.9,3.18,79.7,60.6,Medium,86.02,Placed
STU01375,65.63,9.26,3.73,75.05,74.61,High,97.07,Placed
STU01376,92.44,5.05,3.32,76.11,88.57,Low,83.49,Placed
STU01377,74.15,7.7,3.53,80.89,71.81,Medium,100.0,Placed
STU01378,77.14,5.2,3.32,76.29,71.01,High,93.55,Placed
STU01379,70.45,3.05,2.66,70.14,60.09,Low,78.2,Placed
STU01380,80.5,2.79,3.13,84.02,74.39,Medium,79.14,Placed
STU01381,62.03,4.83,2.7,69.66,59.29,High,82.19,Placed
STU01382,71.82,7.8,3.79,83.75,77.58,High,100.0,Placed
STU01383,96.68,6.45,3.82,89.51,91.63,High,95.51,Placed
STU01384,66.1,7.2,3.31,72.59,66.52,Medium,94.63,Placed
STU01385,83.24,3.54,2.97,71.43,65.41,Medium,80.01,Placed
STU01386,68.98,5.33,3.01,72.41,64.47,Low,70.0,Placed
STU01387,88.26,1.4,2.76,73.44,72.17,Low,74.47,Placed
STU01388,60.63,8.36,3.41,79.14,69.31,High,99.2,Placed
STU01389,96.7,9.91,4.0,86.43,100.0,Medium,100.0,Placed
STU01390,74.51,4.66,3.36,77.02,74.27,Low,89.66,Placed
STU01391,65.15,1.1,2.42,63.71,57.86,Medium,70.06,Not Placed
STU01392,58.16,2.53,2.37,71.54,50.0,Medium,72.84,Not Placed
STU01393,62.3,6.87,3.13,75.91,74.93,High,90.94,Placed
STU01394,77.35,6.51,3.36,83.4,78.01,Low,100.0,Placed
STU01395,69.49,8.09,3.35,74.66,77.32,Low,98.91,Placed
STU01396,90.64,3.28,2.93,71.78,82.74,Medium,84.38,Placed
STU01397,73.53,7.87,3.85,85.07,77.57,High,100.0,Placed
STU01398,65.69,7.19,3.36,79.68,62.71,Low,86.32,Placed
STU01399,81.54,3.91,2.93,78.98,80.63,Low,88.28,Placed
STU01400,85.39,5.91,3.54,80.32,76.43,High,96.75,Placed
STU01401,62.18,2.33,2.35,71.99,50.0,Medium,75.03,Not Placed
STU01402,62.21,5.07,2.78,75.23,58.58,Low,82.72,Placed
STU01403,56.58,8.93,3.32,79.28,64.74,High,98.77,Placed
STU01404,86.67,4.79,3.52,77.44,78.73,Medium,88.59,Placed
STU01405,83.54,8.56,3.75,88.77,86.91,High,100.0,Placed
STU01406,75.41,6.31,2.96,70.91,82.35,High,83.05,Placed
STU01407,91.3,2.73,3.21,78.41,78.98,Medium,73.0,Placed
STU01408,89.64,6.23,3.48,81.53,80.26,Medium,86.29,Placed
STU01409,80.17,5.55,3.01,75.06,71.47,Low,86.9,Placed
STU01410,92.34,4.59,3.28,77.36,80.3,High,85.42,Placed
STU01411,63.85,2.08,2.6,67.06,50.01,Low,74.39,Placed
STU01412,59.81,4.75,2.92,66.96,54.01,Medium,77.22,Placed
STU01413,66.6,1.65,2.77,80.22,50.0,Medium,77.49,Placed
STU01414,57.45,1.89,2.27,64.75,50.0,Low,66.27,Not Placed
STU01415,77.84,4.74,3.14,76.99,68.77,High,88.33,Placed
STU01416,95.27,3.75,3.14,76.97,76.75,High,76.79,Placed
STU01417,56.69,9.33,3.27,84.7,71.26,Low,92.15,Placed
STU01418,60.25,4.38,2.94,84.99,61.43,Medium,78.33,Placed
STU01419,74.44,7.82,3.61,84.11,76.54,Medium,99.6,Placed
STU01420,95.16,5.77,3.59,82.24,99.13,High,90.09,Placed
STU01421,68.59,7.34,3.44,75.7,85.18,Low,96.23,Placed
STU01422,76.81,3.34,2.8,66.39,69.45,High,85.39,Placed
STU01423,56.79,9.48,3.37,71.6,66.05,Low,100.0,Placed
STU01424,61.38,5.77,3.04,72.52,63.03,Low,88.12,Placed
STU01425,97.43,8.48,4.0,77.55,91.04,High,96.45,Placed
STU01426,96.5,4.29,3.58,88.37,79.83,Medium,95.64,Placed
STU01427,55.21,1.9,2.48,71.91,50.0,Medium,81.19,Placed
STU01428,95.93,7.06,3.75,83.78,89.16,Medium,96.36,Placed
STU01429,82.48,1.07,2.69,77.81,56.8,High,80.61,Placed
STU01430,92.32,5.28,3.43,75.78,88.43,High,91.5,Placed
STU01431,74.55,2.74,2.62,67.4,58.35,High,68.42,Placed
STU01432,77.17,6.65,3.41,71.23,78.34,Medium,89.22,Placed
STU01433,76.02,9.81,3.66,87.82,89.75,High,98.73,Placed
STU01434,83.68,5.18,3.26,75.11,84.51,Medium,86.18,Placed
STU01435,61.01,8.36,3.66,84.05,66.76,High,93.69,Placed
STU01436,56.29,5.57,3.05,81.65,58.61,Low,81.85,Placed
STU01437,68.24,5.46,2.95,82.31,68.04,Medium,92.2,Placed
STU01438,85.3,9.37,3.92,86.95,99.0,High,94.31,Placed
STU01439,63.68,9.01,3.43,83.1,77.67,Medium,93.71,Placed
STU01440,83.96,8.07,3.71,80.01,94.2,Medium,100.0,Placed
STU01441,96.71,3.67,3.41,89.3,73.38,Medium,83.61,Placed
STU01442,59.04,5.91,3.12,76.6,55.96,High,90.0,Placed
STU01443,83.92,3.02,3.33,80.41,77.37,Low,82.36,Placed
STU01444,74.08,5.0,3.29,77.44,72.73,High,90.07,Placed
STU01445,92.33,5.36,3.47,87.63,84.19,Low,85.22,Placed
STU01446,62.62,8.48,3.56,83.76,67.7,High,88.31,Placed
STU01447,84.78,9.06,3.85,90.02,94.75,Medium,99.63,Placed
STU01448,91.04,4.73,3.16,79.64,70.15,Low,77.08,Placed
STU01449,95.62,1.16,3.05,75.55,79.73,High,77.52,Placed
STU01450,84.38,8.76,3.98,92.41,89.32,Medium,96.63,Placed
STU01451,76.38,2.57,2.74,74.66,60.88,Medium,71.96,Placed
STU01452,81.57,6.6,3.5,77.24,83.06,Medium,100.0,Placed
STU01453,92.36,1.22,3.01,71.12,70.25,Medium,78.87,Placed
STU01454,79.54,4.6,3.26,79.86,72.59,Low,79.1,Placed
STU01455,56.31,9.87,3.36,84.81,69.39,Low,98.07,Placed
STU01456,95.03,1.91,3.0,84.17,81.21,Medium,78.08,Placed
STU01457,84.65,4.81,3.22,69.71,78.11,Low,76.45,Placed
STU01458,84.09,3.76,3.24,79.04,62.11,Medium,86.7,Placed
STU01459,64.27,9.15,3.74,87.34,65.5,High,100.0,Placed
STU01460,83.33,8.82,4.0,89.48,81.63,High,100.0,Placed
STU01461,71.94,3.14,2.63,76.63,64.71,Medium,76.14,Placed
STU01462,83.0,1.73,2.64,74.92,69.94,Medium,72.05,Placed
STU01463,59.58,6.64,3.31,74.76,72.62,Low,93.29,Placed
STU01464,83.29,4.03,3.01,71.1,67.63,High,81.95,Placed
STU01465,97.97,7.05,3.55,84.15,100.0,High,93.54,Placed
STU01466,57.07,1.29,2.38,73.5,50.0,Low,67.32,Not Placed
STU01467,97.02,2.2,2.95,76.16,79.32,Low,89.14,Placed
STU01468,72.5,7.18,3.68,76.3,76.0,High,94.88,Placed
STU01469,92.44,2.91,3.12,72.18,79.14,Medium,85.5,Placed
STU01470,88.64,8.72,3.91,90.39,90.21,Medium,100.0,Placed
STU01471,79.38,1.53,2.61,69.63,63.79,Medium,61.4,Placed
STU01472,86.75,2.94,3.23,79.36,65.81,Medium,81.33,Placed
STU01473,92.78,9.99,4.0,93.33,100.0,Medium,99.21,Placed
STU01474,72.38,4.9,3.01,70.1,69.09,Medium,89.77,Placed
STU01475,69.06,7.33,3.27,77.12,74.4,Low,85.98,Placed
STU01476,83.71,2.64,2.89,72.08,68.22,Low,81.67,Placed
STU01477,89.74,6.49,3.42,82.85,84.29,Medium,97.19,Placed
STU01478,87.78,7.53,3.85,90.08,90.98,High,99.98,Placed
STU01479,89.31,3.83,2.89,67.31,87.48,Low,81.61,Placed
STU01480,73.73,8.46,3.6,83.22,71.0,High,95.98,Placed
STU01481,90.17,6.43,3.66,88.25,77.76,High,93.83,Placed
STU01482,60.17,4.5,2.88,65.28,58.24,Medium,76.1,Placed
STU01483,78.41,6.02,3.22,78.34,73.79,High,90.14,Placed
STU01484,55.25,6.19,3.11,71.2,58.52,High,93.7,Placed
STU01485,68.96,2.49,2.52,67.09,57.49,Medium,70.87,Placed
STU01486,70.76,4.62,3.0,63.5,69.21,Medium,84.36,Placed
STU01487,72.04,4.09,3.04,83.47,63.18,Low,83.08,Placed
STU01488,84.91,4.61,3.28,77.63,69.5,High,88.62,Placed
STU01489,71.71,7.85,3.4,76.79,71.18,High,92.04,Placed
STU01490,74.29,5.34,3.35,81.79,69.5,High,81.6,Placed
STU01491,65.21,9.46,3.66,78.72,68.03,Medium,94.93,Placed
STU01492,71.05,3.64,2.97,70.0,62.55,High,70.43,Placed
STU01493,64.77,4.74,3.16,85.5,61.41,Low,89.98,Placed
STU01494,58.15,8.08,3.5,91.07,63.62,Medium,98.18,Placed
STU01495,80.95,5.91,3.52,79.27,78.76,High,91.95,Placed
STU01496,83.73,5.92,3.42,86.42,70.07,High,87.6,Placed
STU01497,81.64,1.48,2.82,75.57,59.03,Low,75.31,Placed
STU01498,74.93,4.59,3.09,70.06,61.85,Low,84.97,Placed
STU01499,71.33,3.44,2.65,67.21,67.65,Low,75.81,Placed
STU01500,92.12,9.99,4.0,95.76,100.0,High,100.0,Placed
STU01501,77.32,3.78,3.01,69.04,62.9,Medium,89.24,Placed
STU01502,75.6,8.96,3.82,97.19,80.95,High,94.82,Placed
STU01503,56.1,7.09,3.14,74.77,56.98,Medium,95.49,Placed
STU01504,69.67,4.07,2.79,81.4,64.27,Medium,72.97,Placed
STU01505,71.35,5.89,3.3,78.1,66.1,Low,97.85,Placed
STU01506,72.15,8.56,3.42,85.04,80.11,Low,84.38,Placed
STU01507,79.95,8.95,4.0,94.98,89.8,High,100.0,Placed
STU01508,77.94,2.44,2.75,79.96,57.34,Medium,74.1,Placed
STU01509,81.14,4.06,3.11,74.43,73.71,Low,83.4,Placed
STU01510,87.89,4.02,3.25,74.77,66.6,Medium,84.9,Placed
STU01511,89.96,1.38,2.89,74.33,69.56,Low,79.73,Placed
STU01512,85.88,6.38,3.28,72.91,80.91,Medium,80.81,Placed
STU01513,96.09,8.69,4.0,89.2,96.58,Medium,100.0,Placed
STU01514,55.78,4.43,2.8,69.46,51.06,High,82.77,Placed
STU01515,63.42,7.66,3.26,84.47,65.75,Medium,89.56,Placed
STU01516,55.33,6.65,2.96,72.73,57.61,Medium,87.39,Placed
STU01517,82.84,4.38,3.1,68.48,75.84,High,81.44,Placed
STU01518,93.62,2.27,2.8,80.6,78.3,Medium,80.31,Placed
STU01519,65.47,7.38,3.6,84.09,70.22,Medium,97.57,Placed
STU01520,94.86,8.69,4.0,88.15,93.52,Low,100.0,Placed
STU01521,57.59,7.17,3.26,84.56,69.07,High,95.23,Placed
STU01522,95.18,1.16,2.82,78.18,83.78,Low,81.74,Placed
STU01523,70.12,2.95,2.71,68.76,52.2,High,73.08,Placed
STU01524,59.36,1.63,2.5,67.73,50.0,High,84.34,Placed
STU01525,75.89,6.13,3.57,77.3,71.31,Medium,94.95,Placed
STU01526,66.04,7.81,3.33,72.59,76.81,Low,91.37,Placed
STU01527,67.25,2.0,2.39,71.58,54.71,Low,84.39,Placed
STU01528,68.21,8.55,3.79,87.41,75.52,Medium,97.89,Placed
STU01529,89.53,6.0,3.22,82.5,87.59,Medium,83.19,Placed
STU01530,78.18,7.21,3.35,86.64,77.39,Medium,90.4,Placed
STU01531,68.39,9.74,3.7,88.27,89.0,High,98.7,Placed
STU01532,81.24,1.75,2.5,74.29,68.31,High,78.91,Placed
STU01533,85.79,9.11,4.0,77.61,96.56,Medium,100.0,Placed
STU01534,66.72,2.13,2.7,70.86,53.46,High,76.77,Placed
STU01535,72.78,4.54,2.94,80.06,66.1,Low,83.75,Placed
STU01536,60.24,8.66,3.65,77.9,74.05,Medium,100.0,Placed
STU01537,62.79,9.16,3.78,85.85,76.97,Medium,99.53,Placed
STU01538,84.29,5.56,3.33,82.57,71.61,Medium,88.4,Placed
STU01539,62.8,6.35,3.08,79.13,65.05,High,85.02,Placed
STU01540,77.58,7.37,3.86,88.15,82.03,High,96.23,Placed
STU01541,85.49,8.49,3.91,89.97,88.09,Medium,100.0,Placed
STU01542,59.6,2.09,2.5,70.86,51.23,Low,77.79,Placed
STU01543,79.39,8.29,3.89,79.35,82.86,Medium,100.0,Placed
STU01544,66.03,5.33,3.09,79.56,50.34,Low,86.0,Placed
STU01545,96.41,5.06,3.38,81.97,79.43,Low,87.58,Placed
STU01546,75.79,4.82,3.12,70.21,75.93,Low,87.83,Placed
STU01547,89.66,5.58,3.59,89.96,82.01,Medium,89.7,Placed
STU01548,78.66,9.51,3.56,85.35,87.58,Low,96.38,Placed
STU01549,56.87,5.93,2.95,68.5,58.27,Low,87.98,Placed
STU01550,82.23,9.58,4.0,83.91,84.56,High,100.0,Placed
STU01551,95.91,2.62,3.01,73.24,76.79,Medium,78.85,Placed
STU01552,80.87,7.52,3.82,83.05,84.22,High,100.0,Placed
STU01553,90.23,8.31,4.0,89.47,94.7,Medium,100.0,Placed
STU01554,93.02,7.11,3.7,79.55,100.0,Medium,100.0,Placed
STU01555,64.81,6.46,3.11,82.91,63.37,Low,93.6,Placed
STU01556,64.12,6.08,3.08,82.2,74.57,Low,84.14,Placed
STU01557,81.27,8.75,4.0,91.1,81.1,High,100.0,Placed
STU01558,72.67,8.39,3.88,86.79,81.26,Medium,93.73,Placed
STU01559,91.11,2.1,2.95,80.09,75.26,High,73.84,Placed
STU01560,93.7,8.64,3.86,84.94,95.12,High,100.0,Placed
STU01561,70.2,4.73,3.03,72.73,65.3,High,83.36,Placed
STU01562,65.19,3.28,2.76,79.03,53.26,Medium,72.2,Not Placed
STU01563,88.56,8.83,3.72,86.18,97.76,High,90.08,Placed
STU01564,66.82,4.89,3.0,72.55,58.06,Medium,77.39,Placed
STU01565,90.37,8.28,4.0,85.91,94.03,High,97.54,Placed
STU01566,73.22,3.37,2.58,67.33,68.22,Medium,77.6,Placed
STU01567,83.7,1.04,2.78,83.53,73.38,Low,72.94,Placed
STU01568,59.11,5.46,3.16,77.96,64.49,Low,91.03,Placed
STU01569,81.83,1.9,2.68,72.93,69.6,Medium,70.91,Placed
STU01570,74.43,7.79,3.79,89.07,74.08,Low,100.0,Placed
STU01571,80.22,3.48,2.87,68.39,64.92,High,80.01,Placed
STU01572,62.22,4.99,3.0,81.46,52.93,Low,87.26,Placed
STU01573,86.69,1.78,2.77,70.22,62.29,Low,73.68,Placed
STU01574,92.1,3.58,3.12,86.62,79.41,Medium,88.47,Placed
STU01575,64.32,8.03,3.33,78.36,66.19,High,87.7,Placed
STU01576,59.12,2.36,2.6,76.34,56.58,Medium,69.52,Placed
STU01577,56.02,6.82,3.24,66.41,56.81,Low,86.21,Placed
STU01578,82.6,9.26,3.87,80.54,89.42,High,100.0,Placed
STU01579,81.11,7.12,3.33,78.5,79.65,Medium,91.36,Placed
STU01580,78.51,8.3,3.73,74.64,74.28,High,94.19,Placed
STU01581,64.97,1.98,2.59,74.02,59.46,High,73.83,Placed
STU01582,71.81,3.26,2.78,74.96,66.39,High,80.2,Placed
STU01583,80.56,9.05,4.0,83.05,91.47,Low,97.72,Placed
STU01584,76.36,7.44,3.28,79.23,81.97,Low,93.43,Placed
STU01585,97.47,6.76,3.39,84.75,88.69,High,91.76,Placed
STU01586,60.87,6.97,3.1,66.68,60.17,Low,87.41,Placed
STU01587,84.89,4.73,3.34,73.7,79.81,Low,81.51,Placed
STU01588,72.39,1.4,2.39,66.98,66.37,Medium,76.12,Placed
STU01589,73.41,8.06,3.41,81.08,80.23,Medium,92.91,Placed
STU01590,85.86,7.11,3.75,84.67,90.88,Medium,82.01,Placed
STU01591,84.77,5.26,3.38,85.0,75.43,Low,91.08,Placed
STU01592,97.62,9.1,4.0,90.39,100.0,Low,100.0,Placed
STU01593,60.52,4.03,2.88,78.03,52.98,High,86.5,Placed
STU01594,59.48,3.65,2.63,64.56,54.97,Low,80.62,Placed
STU01595,86.15,8.86,3.81,86.49,88.29,Medium,100.0,Placed
STU01596,79.87,8.17,3.8,84.01,88.75,High,96.87,Placed
STU01597,66.79,5.63,2.9,82.05,70.75,High,82.8,Placed
STU01598,58.42,2.18,2.13,66.45,50.0,Medium,74.05,Placed
STU01599,58.68,2.94,2.51,66.72,58.71,High,75.14,Placed
STU01600,93.45,6.91,3.83,90.19,100.0,Medium,89.9,Placed
STU01601,63.25,4.47,2.91,77.7,56.86,High,81.28,Placed
STU01602,68.9,8.53,3.69,80.19,74.95,High,98.7,Placed
STU01603,64.75,9.55,3.35,78.47,82.88,High,87.66,Placed
STU01604,70.26,8.25,3.59,81.41,76.36,Low,100.0,Placed
STU01605,57.99,4.4,2.88,80.67,54.56,Low,82.57,Placed
STU01606,77.32,8.1,3.42,82.08,92.53,Medium,88.6,Placed
STU01607,57.91,4.16,2.87,78.1,50.0,High,80.56,Placed
STU01608,89.42,2.5,2.95,72.93,69.31,Medium,79.0,Placed
STU01609,65.05,1.3,2.88,76.25,53.45,High,81.15,Placed
STU01610,78.22,4.47,2.77,79.73,61.27,Low,86.2,Placed
STU01611,92.84,9.13,4.0,86.19,94.43,Low,100.0,Placed
STU01612,82.99,3.15,2.91,75.48,68.55,High,82.26,Placed
STU01613,77.92,2.86,2.6,64.44,71.68,Medium,73.5,Placed
STU01614,68.95,9.73,3.66,80.15,83.5,Medium,96.56,Placed
STU01615,69.32,1.23,2.52,68.51,50.0,High,69.1,Placed
STU01616,83.79,8.07,3.87,81.17,82.09,High,99.55,Placed
STU01617,97.75,3.89,3.56,89.31,80.74,Medium,88.24,Placed
STU01618,83.46,1.34,2.92,70.8,64.48,High,81.98,Placed
STU01619,78.98,9.26,3.68,88.08,79.38,Medium,99.04,Placed
STU01620,86.42,2.26,3.05,77.59,73.61,Medium,69.94,Placed
STU01621,75.0,5.97,3.33,80.1,68.74,Low,84.26,Placed
STU01622,57.59,3.47,2.54,77.86,55.0,Low,72.41,Not Placed
STU01623,79.18,1.59,2.64,60.42,63.09,Medium,69.73,Placed
STU01624,96.18,1.45,2.8,72.66,70.45,Medium,61.91,Placed
STU01625,62.54,2.04,2.5,64.59,59.48,Low,81.92,Placed
STU01626,84.67,1.64,2.66,62.08,76.17,Medium,63.94,Placed
STU01627,63.64,7.85,3.23,72.75,71.19,Medium,90.09,Placed
STU01628,78.04,5.37,3.3,79.66,72.11,Low,92.01,Placed
STU01629,59.16,4.09,2.84,70.51,50.0,Low,84.57,Placed
STU01630,74.37,4.77,3.05,81.11,75.22,Low,77.7,Placed
STU01631,87.52,9.36,4.0,86.93,98.03,Low,100.0,Placed
STU01632,69.95,9.2,3.64,82.05,73.66,Medium,100.0,Placed
STU01633,83.59,7.44,3.57,81.29,80.08,Medium,94.72,Placed
STU01634,89.2,8.96,4.0,87.51,95.99,High,100.0,Placed
STU01635,94.87,3.88,3.23,76.72,75.47,Low,80.53,Placed
STU01636,65.09,4.43,2.9,70.59,56.61,Low,84.16,Placed
STU01637,72.17,6.52,2.93,80.14,66.06,Medium,88.51,Placed
STU01638,61.55,6.61,3.17,74.89,58.03,Low,87.47,Placed
STU01639,97.68,5.34,3.24,76.98,84.83,Low,91.31,Placed
STU01640,94.86,4.61,3.18,80.31,90.14,High,87.68,Placed
STU01641,78.22,9.88,3.7,86.05,76.67,High,100.0,Placed
STU01642,91.21,8.39,3.72,80.18,95.74,Low,94.47,Placed
STU01643,77.4,4.91,3.07,80.57,73.21,Medium,92.15,Placed
STU01644,81.81,7.55,3.54,85.12,88.9,Low,91.19,Placed
STU01645,58.83,3.43,2.75,73.84,53.89,Medium,81.95,Placed
STU01646,87.48,1.9,2.88,72.41,68.41,Medium,64.61,Placed
STU01647,60.49,4.17,2.5,67.94,51.02,Medium,75.76,Placed
STU01648,90.52,4.63,3.31,78.76,87.24,High,89.76,Placed
STU01649,88.63,1.15,2.8,67.43,72.33,High,76.49,Placed
STU01650,85.48,8.33,3.73,84.6,85.42,Medium,88.97,Placed
STU01651,56.55,4.23,2.72,77.15,58.4,Medium,78.65,Placed
STU01652,68.03,6.22,3.23,83.17,65.42,Low,97.16,Placed
STU01653,66.31,1.67,2.61,69.41,53.04,High,79.57,Placed
STU01654,70.49,2.57,2.46,74.81,55.49,Low,79.53,Placed
STU01655,58.77,9.01,3.45,90.88,72.24,Low,100.0,Placed
STU01656,95.29,6.48,3.88,84.95,84.7,Medium,88.01,Placed
STU01657,78.81,9.55,4.0,91.46,84.92,Medium,100.0,Placed
STU01658,68.14,9.99,3.9,75.46,75.55,High,100.0,Placed
STU01659,72.07,4.35,3.06,70.47,67.28,Low,80.67,Placed
STU01660,74.23,3.69,3.17,78.44,67.78,Medium,84.65,Placed
STU01661,80.83,8.73,4.0,82.97,79.21,High,100.0,Placed
STU01662,77.17,9.99,3.89,96.83,89.14,High,100.0,Placed
STU01663,94.53,6.67,3.52,85.26,81.77,High,82.54,Placed
STU01664,76.37,8.16,3.58,87.77,93.72,Low,100.0,Placed
STU01665,97.66,8.04,4.0,87.85,94.17,Medium,100.0,Placed
STU01666,91.61,4.2,3.02,71.21,87.18,Medium,72.68,Placed
STU01667,63.97,6.17,3.06,74.18,65.89,Low,84.9,Placed
STU01668,95.02,8.5,3.74,86.13,97.96,High,90.7,Placed
STU01669,60.0,7.19,3.25,75.78,57.59,Medium,90.42,Placed
STU01670,90.15,1.19,2.6,74.56,75.75,Medium,70.87,Placed
STU01671,71.37,4.03,2.91,78.46,64.48,Medium,74.52,Placed
STU01672,92.75,2.3,2.69,72.35,78.92,High,77.79,Placed
STU01673,92.33,3.1,3.19,69.18,77.61,Low,77.7,Placed
STU01674,89.65,9.15,4.0,96.57,94.95,Medium,100.0,Placed
STU01675,88.97,1.33,2.73,71.66,64.85,High,75.77,Placed
STU01676,68.1,2.98,2.7,85.92,57.5,Low,76.63,Placed
STU01677,58.48,3.79,2.67,75.31,50.62,High,85.55,Placed
STU01678,72.33,6.55,3.34,79.09,68.28,High,92.85,Placed
STU01679,62.46,5.81,3.05,78.87,63.2,High,88.87,Placed
STU01680,84.88,2.96,3.08,66.9,73.98,Low,81.44,Placed
STU01681,69.88,2.48,2.85,79.39,59.84,High,76.94,Placed
STU01682,96.95,3.13,3.05,89.46,81.34,Low,83.8,Placed
STU01683,82.56,5.52,3.27,68.8,80.08,Medium,96.37,Placed
STU01684,90.37,3.44,3.26,77.64,79.07,Low,67.35,Placed
STU01685,60.7,9.53,3.38,79.99,72.73,Low,100.0,Placed
STU01686,92.07,5.17,3.11,81.72,85.17,High,81.43,Placed
STU01687,94.68,1.53,2.93,85.73,82.43,High,78.36,Placed
STU01688,75.94,7.56,3.6,85.09,71.21,High,87.52,Placed
STU01689,81.07,3.96,2.95,86.13,69.82,Low,89.89,Placed
STU01690,87.89,6.88,3.51,83.02,87.98,High,86.99,Placed
STU01691,62.52,3.52,2.6,73.47,50.0,Medium,83.66,Placed
STU01692,76.61,6.14,3.19,79.92,82.99,Low,87.96,Placed
STU01693,72.14,7.95,3.63,89.64,78.09,High,96.37,Placed
STU01694,61.29,9.35,3.4,78.63,77.83,High,91.36,Placed
STU01695,70.8,3.35,2.77,77.39,68.41,Medium,85.54,Placed
STU01696,57.93,4.01,2.59,64.87,55.86,Medium,78.14,Placed
STU01697,56.11,5.18,2.65,70.38,50.0,Medium,85.45,Placed
STU01698,60.81,9.34,3.69,81.15,72.57,Medium,90.3,Placed
STU01699,96.41,9.11,3.99,88.26,100.0,High,98.62,Placed
STU01700,78.63,1.81,2.73,71.17,56.81,High,77.16,Placed
STU01701,96.53,2.19,2.8,79.26,68.05,Medium,69.48,Placed
STU01702,73.6,5.46,3.06,72.35,73.03,Low,88.34,Placed
STU01703,68.41,1.96,2.68,63.55,50.0,Medium,72.44,Placed
STU01704,76.76,4.11,3.41,74.09,81.11,Low,83.39,Placed
STU01705,73.9,2.34,2.41,73.92,62.7,Medium,76.36,Placed
STU01706,59.54,6.72,3.12,72.61,70.92,Medium,90.52,Placed
STU01707,82.56,9.55,3.98,89.77,89.87,Medium,98.29,Placed
STU01708,64.29,9.97,3.62,81.94,80.85,High,100.0,Placed
STU01709,81.64,4.38,3.26,83.22,73.76,Medium,88.87,Placed
STU01710,82.96,6.39,3.32,78.72,86.57,High,80.94,Placed
STU01711,61.54,8.71,3.5,95.85,58.12,High,95.92,Placed
STU01712,57.64,2.06,2.34,77.63,52.61,Low,74.43,Not Placed
STU01713,88.57,7.21,3.84,84.53,91.49,Medium,97.28,Placed
STU01714,74.77,4.68,2.97,73.4,67.93,High,67.46,Placed
STU01715,57.5,2.86,2.49,85.52,50.0,Medium,75.91,Placed
STU01716,97.78,4.62,3.55,77.23,85.3,Medium,93.56,Placed
STU01717,57.48,1.68,2.21,66.25,50.0,Low,70.07,Not Placed
STU01718,84.89,7.26,3.62,83.58,91.97,High,96.02,Placed
STU01719,97.3,3.27,2.93,75.12,79.46,High,85.92,Placed
STU01720,65.28,3.8,2.64,62.94,50.0,High,71.05,Placed
STU01721,61.12,2.09,2.54,72.93,65.07,Medium,78.24,Placed
STU01722,60.22,8.78,3.32,75.01,73.55,High,97.48,Placed
STU01723,68.04,5.44,3.01,83.24,63.41,Low,77.81,Placed
STU01724,59.34,6.15,3.14,70.36,68.06,Low,92.15,Placed
STU01725,84.76,6.12,3.35,80.54,86.79,Medium,99.81,Placed
STU01726,57.68,4.69,2.94,64.23,58.18,High,85.49,Placed
